"chr","start","end","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","numGenesContained","propSignifDeGenes","overlapCancerBlock","cancerBlockSign"
"chr7",121878634,122025659,-0.121809384121837,1.09628445709654,373,93872,93897,9,179,0,0,0,0,5,0.333333333333333,TRUE,-1
"chr10",98900794,98982314,-0.156389445505158,1.0947261185361,518,120239,120254,7,1034,0,0,0,0,4,0.5,TRUE,-1
"chr5",165698461,166098241,-0.136719786855735,1.09375829484588,309,69774,69781,8,234,0,0,0,0,0,NA,TRUE,-1
"chr6",44440408,44537819,-0.10902103330633,1.0902103330633,314,77541,77550,10,2510,0,0,0,0,0,NA,TRUE,-1
"chr8",29630611,29783819,-0.121062778180652,1.08956500362586,384,100403,100411,9,560,0,0,0,0,1,0,TRUE,-1
"chr1",51034865,51185450,-0.136007081595068,1.08805665276055,6,8172,8179,8,562,0,0,0,0,5,1,FALSE,NA
"chr9",16700700,16864746,-0.217585382653163,1.08792691326582,431,107783,107791,5,26,0,0,0,0,2,0,TRUE,-1
"chr17",9187661,9274424,-0.120757378437264,1.08681640593537,677,179065,179073,9,1418,0,0,0,0,2,1,TRUE,-1
"chr13",110591252,110699374,-0.135755249577658,1.08604199662126,619,152166,152173,8,595,0,0,0,0,0,NA,TRUE,-1
"chr1",39735142,39859609,0.108525549683165,1.08525549683165,4,6886,6895,10,781,0,0,0,0,37,1,TRUE,-1
"chr4",125660016,126033219,-0.154120644205226,1.07884450943658,218,57362,57368,7,288,0,0,0,0,0,NA,TRUE,-1
"chr15",78614908,78707683,-0.134190177646867,1.07352142117493,659,165536,165551,8,1437,0,0,0,0,1,0,TRUE,-1
"chr8",41072867,41137578,-0.107200337690962,1.07200337690962,387,101057,101066,10,219,0,0,0,0,1,1,TRUE,-1
"chr20",20087610,20495441,-0.177795167068222,1.06677100240933,811,202738,202752,6,19,0,0,0,0,5,0.666666666666667,TRUE,1
"chr18",44618587,44634946,-0.265683193269235,1.06273277307694,734,189868,189871,4,18,0,0,0,0,3,1,TRUE,-1
"chr5",6046441,6234987,-0.13274162280821,1.06193298246568,251,61349,61356,8,79,0,0,0,0,0,NA,TRUE,-1
"chr5",67931101,68140928,-0.150787860921973,1.05551502645381,275,63934,63940,7,167,0,0,0,0,0,NA,TRUE,-1
"chr11",133099168,133286631,-0.15076444044104,1.05535108308728,551,136428,136439,7,1679,0,0,0,0,1,1,TRUE,-1
"chr1",24621673,24691176,-0.105039004046252,1.05039004046252,3,4851,4865,10,1530,0,0,0,0,4,1,FALSE,NA
"chr14",79316418,79452439,-0.174750889734635,1.04850533840781,640,157411,157416,6,801,0,0,0,0,14,1,TRUE,-1
"chr5",132118820,132232586,0.130812063711652,1.04649650969321,304,67000,67027,8,322,0,0,0,0,9,0.714285714285714,TRUE,-1
"chr2",143987421,144234430,-0.149460928602837,1.04622650021986,84,31186,31192,7,149,0,0,0,0,1,0,TRUE,-1
"chr11",114670551,114988776,-0.149273928655608,1.04491750058926,551,134374,134384,7,1679,0,0,0,0,0,NA,TRUE,-1
"chr8",5003384,5021898,0.260999241094402,1.04399696437761,381,98319,98322,4,350,0,0,0,0,0,NA,TRUE,-1
"chr8",26087851,26195897,0.148201032637432,1.03740722846202,384,100052,100063,7,560,0,0,0,0,3,1,TRUE,-1
"chr5",3454438,3564465,-0.129545319279314,1.03636255423451,250,61213,61225,8,409,0,0,0,0,2,0,TRUE,-1
"chr3",149683559,149808600,-0.114949992632564,1.03454993369308,144,47516,47538,9,272,0,0,0,0,4,0,TRUE,-1
"chr13",33984412,34094789,-0.205539080741999,1.02769540370999,583,149054,149058,5,295,0,0,0,0,0,NA,TRUE,-1
"chr11",15217886,15350125,-0.114057274865536,1.02651547378983,524,126550,126558,9,1541,0,0,0,0,0,NA,TRUE,-1
"chr8",77646252,77767755,-0.146539865671321,1.02577905969925,399,102929,102935,7,128,0,0,0,0,2,1,TRUE,-1
"chr2",138829973,138975385,-0.145659413489436,1.01961589442605,82,31090,31096,7,91,0,0,0,0,0,NA,TRUE,-1
"chr3",69143889,69230955,0.11290060530794,1.01610544777146,114,43320,43328,9,310,0,0,0,0,6,1,TRUE,-1
"chr2",12036904,12173618,-0.126821401474249,1.014571211794,49,22650,22657,8,873,0,0,0,0,0,NA,TRUE,-1
"chr17",27860161,27990001,0.143879178907374,1.00715425235162,678,180817,180849,7,1362,0,0,0,0,9,0.714285714285714,TRUE,1
"chr7",139409421,139462359,0.111340111646537,1.00206100481883,376,95230,95243,9,941,0,0,0,0,1,1,FALSE,NA
"chr11",116734453,116855630,0.111101124389476,0.999910119505282,551,134535,134543,9,1679,0,0,0,0,1,1,FALSE,NA
"chr11",20761811,20999850,-0.124728467879472,0.997827743035777,524,127060,127067,8,1541,0,0,0,0,1,1,TRUE,-1
"chr1",210607796,210820877,-0.142220567831689,0.995543974821826,46,18151,18157,7,921,0,0,0,0,1,1,TRUE,-1
"chr1",37773858,37904694,-0.141886887824205,0.993208214769438,4,6621,6632,7,781,0,0,0,0,0,NA,TRUE,-1
"chr5",92635711,92757970,-0.141484682744451,0.990392779211158,286,65219,65225,7,212,0,0,0,0,1,0,TRUE,-1
"chr12",78153763,78241621,0.14144661708327,0.990126319582887,568,142757,142763,7,268,0,0,0,0,1,1,TRUE,-1
"chr7",68157097,68437340,-0.164807964154249,0.988847784925494,361,90329,90334,6,199,0,0,0,0,0,NA,TRUE,-1
"chr19",29455754.5,29458302,0.494266180893714,0.988532361787428,782,196389,196390,2,11,0,0,0,0,0,NA,TRUE,-1
"chr7",131477409,131720532,-0.12344298562927,0.987543885034157,376,94634,94646,8,941,0,0,0,0,0,NA,TRUE,-1
"chr3",71820909,71951848,-0.122932002747676,0.983456021981411,114,43517,43529,8,310,0,0,0,0,2,0,TRUE,-1
"chr17",68361994,68604453,-0.196634812304123,0.983174061520616,685,185792,185796,5,1275,0,0,0,0,0,NA,TRUE,-1
"chr7",69283201,69358880,-0.10821422842061,0.973928055785491,361,90354,90362,9,199,0,0,0,0,1,1,TRUE,-1
"chr7",6370277,6465704.5,0.12148248763287,0.971859901062963,348,86315,86337,8,649,0,0,0,0,7,0.333333333333333,TRUE,-1
"chr2",70322659,70408459,0.121459224333296,0.971673794666364,62,26578,26596,8,881,0,0,0,0,1,0,TRUE,-1
"chr13",101467567,101506070,-0.322015694104618,0.966047082313853,617,151823,151825,3,337,0,0,0,0,0,NA,TRUE,-1
"chr12",80387201,80581062,0.137846075871046,0.964922531097319,568,142846,142852,7,268,0,0,0,0,0,NA,TRUE,-1
"chr12",61915276,62156080,-0.159639506969321,0.957837041815926,564,141855,141860,6,55,0,0,0,0,1,1,TRUE,-1
"chr15",38370264,38591593,0.11970999230084,0.957679938406723,654,161594,161604,8,458,0,0,0,0,3,1,TRUE,-1
"chr21",34522588,34543584,-0.238587922492687,0.954351689970749,866,206378,206381,4,60,0,0,0,0,0,NA,TRUE,-1
"chr1",16470667,16539066,-0.105314906941774,0.947834162475966,3,3521,3547,9,1530,0,0,0,0,2,0,TRUE,-1
"chr17",14891597.5,14989749,-0.236815928440607,0.947263713762428,677,179428,179431,4,1418,0,0,0,0,1,0,TRUE,-1
"chr1",64942153,65005934,-0.105035981998257,0.94532383798431,7,9328,9339,9,371,0,0,0,0,1,1,TRUE,-1
"chr4",144266241,144311512,0.104691629641846,0.942224666776615,229,58001,58009,9,174,0,0,0,0,2,1,TRUE,-1
"chr5",176153056,176230710,-0.117698202761804,0.941585622094435,310,70731,70743,8,677,0,0,0,0,0,NA,TRUE,-1
"chr22",46473144.5,46509539.5,0.187880885460656,0.939404427303281,887,210844,210852,5,335,0,0,0,0,0,NA,TRUE,1
"chr1",228238532,228337246.5,0.133940792605825,0.937585548240773,47,19490,19519,7,1301,0,0,0,0,7,0.8,TRUE,-1
"chr2",145406705,145660909,-0.133311310837055,0.933179175859386,84,31295,31301,7,149,0,0,0,0,0,NA,TRUE,-1
"chr12",15654735,15749418,0.116502144422073,0.93201715537658,552,138423,138430,8,1117,0,0,0,0,2,1,TRUE,-1
"chr1",11395635,11444066,-0.103545840296801,0.931912562671209,2,2785,2793,9,1401,0,0,0,0,0,NA,TRUE,-1
"chr11",14037438,14251917,-0.132924450058937,0.930471150412556,524,126459,126465,7,1541,0,0,0,0,1,1,TRUE,-1
"chr12",65712740,65859647,-0.132425841157193,0.926980888100351,565,142082,142088,7,397,0,0,0,0,1,1,TRUE,-1
"chr16",82735595,82868296,-0.153898487477933,0.923390924867597,676,175148,175153,6,1115,0,0,0,0,1,1,TRUE,-1
"chr6",164942022,165115084,-0.153775896789768,0.922655380738608,346,83558,83563,6,1469,0,0,0,0,0,NA,TRUE,-1
"chr4",41386517,41505964,-0.114609762458349,0.916878099666788,177,53889,53896,8,254,0,0,0,0,1,1,TRUE,-1
"chr3",40966965,41162610,-0.1305917572364,0.914142300654798,113,40640,40646,7,1672,0,0,0,0,0,NA,FALSE,NA
"chr3",47436106,47563767,0.113706808367193,0.909654466937542,113,41364,41386,8,1672,0,0,0,0,3,0.333333333333333,TRUE,-1
"chr11",112668535,112752322,-0.15147932882851,0.908875972971061,551,134196,134201,6,1679,0,0,0,0,0,NA,TRUE,-1
"chr13",80324480,80459047,-0.12973553456713,0.908148741969907,602,151075,151081,7,65,0,0,0,0,0,NA,TRUE,-1
"chr8",102876411,103035373,-0.151269432064374,0.907616592386245,407,104177,104182,6,784,0,0,0,0,1,1,TRUE,-1
"chr2",213770692,213811478,-0.151171244146023,0.90702746487614,97,34912,34917,6,26,0,0,0,0,0,NA,TRUE,-1
"chr22",31819360,32021249,0.112638149212998,0.901105193703983,883,209332,209347,8,64,0,0,0,0,7,0.25,TRUE,1
"chr8",61227705,61326925,-0.150120578784142,0.900723472704855,395,102128,102133,6,155,0,0,0,0,0,NA,TRUE,-1
"chr11",36144887,36217199,-0.112528152627459,0.900225221019668,528,127826,127833,8,346,0,0,0,0,0,NA,TRUE,-1
"chr12",90278335,90393807,-0.128124015618126,0.896868109326885,578,143096,143102,7,93,0,0,0,0,0,NA,TRUE,-1
"chr12",97399497,97578088,-0.127633484568022,0.893434391976153,580,143555,143561,7,2282,0,0,0,0,0,NA,TRUE,-1
"chr19",38782834,38818130,-0.127605229121142,0.893236603847997,789,197355,197369,7,965,0,0,0,0,7,0.75,TRUE,-1
"chr7",96220185,96294863,-0.110948362418169,0.887586899345351,368,91953,91960,8,732,0,0,0,0,1,0,TRUE,-1
"chr14",30917893,31021011,-0.147501529314449,0.885009175886697,625,154197,154202,6,91,0,0,0,0,0,NA,TRUE,-1
"chr10",32557982,32667714,0.147431204796866,0.884587228781196,496,115898,115908,6,551,0,0,0,0,1,1,TRUE,-1
"chr6",143542226,143607364,-0.147204370097921,0.883226220587524,344,81930,81935,6,947,0,0,0,0,1,1,TRUE,-1
"chr15",97081353,97250927,-0.146947793318044,0.881686759908264,660,167155,167160,6,658,0,0,0,0,0,NA,TRUE,-1
"chr5",170919715,171050890,-0.125894677197301,0.881262740381108,310,70108,70114,7,677,0,0,0,0,0,NA,TRUE,-1
"chr2",192950079,193013929,0.219860393229944,0.879441572919777,90,33801,33804,4,234,0,0,0,0,2,1,TRUE,-1
"chr7",44418481,44506445,0.10966130296284,0.877290423702718,354,88908,88915,8,1610,0,0,0,0,1,1,TRUE,-1
"chr5",31908460,32018601,-0.145809917847671,0.874859507086028,267,62279,62284,6,299,0,0,0,0,4,1,TRUE,-1
"chr2",8339629,8406396,-0.108731546566341,0.869852372530724,49,22116,22123,8,873,0,0,0,0,3,0,TRUE,-1
"chr14",60770205,60823282,-0.215933730213029,0.863734920852115,637,155693,155701,4,12,0,0,0,0,0,NA,TRUE,-1
"chr16",51426906,51560612,-0.107856774352996,0.862854194823964,671,172640,172647,8,502,0,0,0,0,0,NA,TRUE,-1
"chr14",65078521,65150074,0.122804651792068,0.859632562544476,638,156014,156020,7,242,0,0,0,0,0,NA,TRUE,-1
"chr2",2176774,2328550,-0.122764190401033,0.859349332807229,49,21656,21669,7,873,0,0,0,0,2,1,TRUE,-1
"chr1",216860692,217010062,-0.122475855683382,0.857330989783675,47,18584,18590,7,1301,0,0,0,0,3,1,TRUE,-1
"chr13",57983725,58246705,0.21431797864343,0.857271914573721,589,150503,150512,4,7,0,0,0,0,2,1,TRUE,-1
"chr5",156083022,156225314,-0.121853368712953,0.85297358099067,306,69353,69359,7,998,0,0,0,0,3,1,TRUE,-1
"chr8",106535882,106626898,-0.106607497402682,0.85285997922146,407,104417,104424,8,784,0,0,0,0,1,0,TRUE,-1
"chr10",130919713,131076321,-0.121032280479044,0.847225963353307,523,123115,123121,7,1054,0,0,0,0,0,NA,TRUE,-1
"chr17",6066300,6160770,-0.140822989294515,0.84493793576709,677,178395,178400,6,1418,0,0,0,0,0,NA,TRUE,-1
"chr9",109893226,110093467,-0.167106219264239,0.835531096321195,486,110100,110107,5,63,0,0,0,0,1,0,TRUE,-1
"chr12",108426797,108540664,-0.166966820023376,0.834834100116882,580,144269,144277,5,2282,0,0,0,0,1,1,TRUE,-1
"chr1",45148001,45233219,-0.103435524052548,0.827484192420385,4,7687,7704,8,781,0,0,0,0,3,0.5,TRUE,-1
"chr3",153242,427657.5,-0.165247267105381,0.826236335526904,103,38161,38174,5,26,0,0,0,0,2,0,TRUE,-1
"chr13",81258755,81432486,-0.164842671465268,0.824213357326338,602,151112,151116,5,65,0,0,0,0,0,NA,TRUE,-1
"chr1",213498842,213646397,-0.13631501245752,0.817890074745119,47,18398,18408,6,1301,0,0,0,0,0,NA,TRUE,-1
"chr1",37467416,37559148,-0.136144182264627,0.816865093587763,4,6604,6614,6,781,0,0,0,0,1,1,TRUE,-1
"chr1",98336448,98569645,-0.163357779514638,0.816788897573191,17,10952,10969,5,130,0,0,0,0,1,0,TRUE,-1
"chr17",40341556,40387836,0.116622189740388,0.816355328182715,678,182562,182568,7,1362,0,0,0,0,3,1,FALSE,NA
"chr10",100336737,100407378,-0.20306302212322,0.812252088492882,518,120444,120447,4,1034,0,0,0,0,1,1,TRUE,-1
"chr11",75989014,76061438,-0.115932448157187,0.811527137100312,538,132305,132314,7,1752,0,0,0,0,0,NA,TRUE,-1
"chr15",85945991,86012489,-0.115856732807471,0.810997129652298,660,166199,166205,7,658,0,0,0,0,2,1,TRUE,-1
"chr8",34764927,34893470,-0.161507299786113,0.807536498930566,385,100638,100642,5,98,0,0,0,0,0,NA,TRUE,-1
"chr10",59155846,59546843,-0.269173199115099,0.807519597345298,510,117266,117268,3,7,0,0,0,0,0,NA,TRUE,-1
"chr6",37070537.5,37109522,-0.114557799002959,0.801904593020712,314,76532,76538,7,2510,0,0,0,0,0,NA,TRUE,-1
"chr2",214857742,215082175,-0.199876778493368,0.799507113973471,98,34943,34946,4,509,0,0,0,0,2,0,TRUE,-1
"chr11",123132447,123295670,-0.11387095469632,0.797096682874238,551,135371,135386,7,1679,0,0,0,0,0,NA,TRUE,-1
"chr15",96423622,96538912,-0.113389898968333,0.793729292778334,660,167082,167088,7,658,0,0,0,0,0,NA,TRUE,-1
"chr8",129326392,129382151,-0.113186117783308,0.792302824483155,416,105499,105505,7,1023,0,0,0,0,0,NA,TRUE,-1
"chr9",35510933,35563682,0.113144807420065,0.792013651940455,452,108235,108241,7,97,0,0,0,0,2,0.5,FALSE,NA
"chr11",40224146,40330301,0.131606788868219,0.789640733209315,533,127908,127913,6,44,0,0,0,0,1,1,TRUE,-1
"chr2",157474668,157632795,-0.112785867255337,0.789501070787357,86,31784,31790,7,283,0,0,0,0,0,NA,TRUE,-1
"chr15",68097052,68238225,-0.112774144402794,0.789419010819557,659,164258,164288,7,1437,0,0,0,0,2,0.5,TRUE,-1
"chr3",134889493,134989689,-0.112054913706661,0.784384395946626,138,46683,46689,7,1028,0,0,0,0,1,1,TRUE,-1
"chr3",32338292,32449612,-0.130513360066564,0.783080160399384,110,40087,40101,6,284,0,0,0,0,3,1,FALSE,NA
"chr14",68541391,68610489,-0.111420861917437,0.77994603342206,640,156236,156242,7,801,0,0,0,0,5,1,TRUE,-1
"chr6",140098850,140204424,-0.129819644016193,0.778917864097157,344,81811,81816,6,947,0,0,0,0,1,0,TRUE,-1
"chr1",50568847,50574403.5,-0.194539512867492,0.778158051469968,6,8144,8147,4,562,0,0,0,0,2,0,TRUE,-1
"chr13",72259543,72420299,-0.193557851528729,0.774231406114917,600,150732,150735,4,85,0,0,0,0,4,0,TRUE,1
"chr5",124995555,125055879,-0.154669134014883,0.773345670074415,300,66607,66611,5,188,0,0,0,0,0,NA,TRUE,-1
"chr11",106188289,106269962,-0.128866292422293,0.773197754533761,550,133806,133811,6,170,0,0,0,0,0,NA,TRUE,-1
"chr14",76976137,77079351,-0.128834459481001,0.773006756886004,640,157178,157183,6,801,0,0,0,0,0,NA,TRUE,-1
"chr6",19298476,19328477,-0.257448376382139,0.772345129146417,312,73503,73505,3,10,0,0,0,0,0,NA,TRUE,-1
"chr16",15127157,15242839,0.110239376433408,0.771675635033853,663,170287,170311,7,417,0,0,0,0,4,0.666666666666667,FALSE,NA
"chr12",24097128,24168196.5,-0.154306551199067,0.771532755995337,556,138743,138747,5,391,0,0,0,0,6,1,TRUE,-1
"chr13",95711745,95846842,-0.153628927994785,0.768144639973924,615,151369,151373,5,117,0,0,0,0,1,1,TRUE,-1
"chr11",83952986,84028482,0.12787495410126,0.76724972460756,540,132781,132786,6,181,0,0,0,0,2,0,TRUE,-1
"chr18",13026680,13229005,-0.191619241813265,0.766476967253062,700,189114,189127,4,33,0,0,0,0,3,0.5,TRUE,-1
"chr1",219047954,219239946,-0.153159796827762,0.765798984138808,47,18684,18688,5,1301,0,0,0,0,0,NA,TRUE,-1
"chr5",166745042,166938213,-0.127004580928957,0.762027485573744,309,69812,69817,6,234,0,0,0,0,2,0,TRUE,-1
"chr1",221818304,221891307,0.108716690792883,0.761016835550179,47,18858,18864,7,1301,0,0,0,0,3,0,TRUE,-1
"chr10",86958906.5,87252503,-0.151715811956867,0.758579059784335,518,119299,119303,5,1034,0,0,0,0,0,NA,TRUE,-1
"chr6",153353519,153429875,0.108367200549014,0.758570403843095,346,82643,82649,7,1469,0,0,0,0,1,1,TRUE,-1
"chr3",181861227,181911749,-0.108184919613501,0.757294437294509,156,49068,49074,7,1076,0,0,0,0,0,NA,TRUE,-1
"chr13",45288461,45396721,-0.108041076023231,0.75628753216262,584,149731,149737,7,557,0,0,0,0,1,0,TRUE,-1
"chr2",107486257,107682908,-0.151123398038152,0.755616990190758,75,28997,29006,5,263,0,0,0,0,1,1,TRUE,-1
"chr13",101047235,101113806,-0.107515740262396,0.752610181836769,617,151779,151785,7,337,0,0,0,0,1,1,FALSE,NA
"chr10",72727859,72845585,-0.12533262492209,0.75199574953254,515,118102,118107,6,879,0,0,0,0,0,NA,TRUE,-1
"chr16",52431380,52532750,-0.125268103440183,0.751608620641098,671,172673,172678,6,502,0,0,0,0,1,1,FALSE,NA
"chr16",16874887,16974291,-0.187659136131055,0.750636544524221,664,170427,170430,4,57,0,0,0,0,0,NA,TRUE,-1
"chr3",63399168,63496618,-0.125099332036962,0.750595992221774,113,42953,42958,6,1672,0,0,0,0,1,1,TRUE,1
"chr12",126689156,126926717.5,-0.124888500738734,0.749331004432407,580,146537,146542,6,2282,0,0,0,0,0,NA,TRUE,-1
"chr5",63900077,63961678,-0.149020457931621,0.745102289658107,275,63729,63733,5,167,0,0,0,0,0,NA,TRUE,-1
"chr14",98489522,98629333,-0.148815405939788,0.744077029698941,645,158630,158634,5,689,0,0,0,0,0,NA,TRUE,-1
"chr6",141427033,141603542,-0.148594835749601,0.742974178748003,344,81843,81847,5,947,0,0,0,0,0,NA,TRUE,-1
"chr1",25495326,25599058,-0.123700963968964,0.742205783813782,3,4968,4988,6,1530,0,0,0,0,4,1,TRUE,-1
"chr1",117240504,117350694,-0.105833080908017,0.74083156635612,24,12110,12121,7,573,0,0,0,0,2,0.5,TRUE,-1
"chr12",3322888,3345821,-0.105268079738004,0.736876558166025,552,137080,137086,7,1117,0,0,0,0,2,0,TRUE,-1
"chr5",61028582,61180442,-0.122548600995589,0.735291605973536,272,63658,63663,6,103,0,0,0,0,1,1,TRUE,-1
"chr16",60233305,60448068,-0.147024397244587,0.735121986222937,672,173359,173363,5,7,0,0,0,0,0,NA,TRUE,-1
"chr15",57250375,57302310,0.104871814943374,0.734102704603615,658,163119,163125,7,322,0,0,0,0,3,1,FALSE,NA
"chr2",74907978,74975236,-0.104621925539433,0.73235347877603,62,27120,27131,7,881,0,0,0,0,1,0,TRUE,-1
"chr7",20992918,21081930,-0.146129515708214,0.730647578541071,354,86976,86980,5,1610,0,0,0,0,0,NA,TRUE,-1
"chr20",25247956,25277813,0.181822321632018,0.727289286528072,816,202969,202972,4,33,0,0,0,0,2,1,FALSE,NA
"chr8",18285563,18413889,-0.121201320666166,0.727207923996994,383,99340,99345,6,249,0,0,0,0,7,1,TRUE,-1
"chr1",17247988,17265403,-0.103673433493137,0.725714034451961,3,3695,3701,7,1530,0,0,0,0,1,1,FALSE,NA
"chr2",103443515,103858077,-0.181155457138267,0.724621828553066,74,28745,28748,4,361,0,0,0,0,2,1,TRUE,-1
"chr1",29617359,29676527.5,-0.120517002504354,0.723102015026124,3,5688,5693,6,1530,0,0,0,0,1,0,TRUE,-1
"chr22",39477953,39499750,-0.103233142413403,0.722631996893818,887,210002,210008,7,335,0,0,0,0,2,0.5,TRUE,-1
"chr8",139977703,139980034,-0.359532570569929,0.719065141139857,418,106002,106003,2,40,0,0,0,0,0,NA,TRUE,-1
"chr8",105962177,106185570,-0.178838653294129,0.715354613176514,407,104401,104404,4,784,0,0,0,0,0,NA,TRUE,-1
"chr12",66250466,66275988,-0.101990490983296,0.713933436883073,565,142131,142137,7,397,0,0,0,0,1,1,FALSE,NA
"chr6",144281452,144334858,-0.118049241763061,0.708295450578369,344,82008,82017,6,947,0,0,0,0,2,1,TRUE,-1
"chr9",75212444,75449747,-0.141593081020599,0.707965405102995,469,108797,108801,5,72,0,0,0,0,1,0,TRUE,-1
"chr3",184310511,184349562,-0.141109916962943,0.705549584814715,156,49358,49371,5,1076,0,0,0,0,2,0,TRUE,-1
"chr7",14380781,14543945,-0.175739995616423,0.702959982465692,353,86707,86710,4,146,0,0,0,0,3,1,TRUE,-1
"chr12",103798514,103862780,-0.140117221130585,0.700586105652923,580,143866,143870,5,2282,0,0,0,0,2,0,TRUE,-1
"chr2",75979318,76186264,-0.139785161952467,0.698925809762333,62,27234,27238,5,881,0,0,0,0,0,NA,TRUE,-1
"chr6",126429144,126549492,-0.174435550041514,0.697742200166056,344,80930,80933,4,947,0,0,0,0,0,NA,FALSE,NA
"chr7",75279630,75362554,0.116093431063748,0.69656058638249,363,90886,90891,6,181,0,0,0,0,1,1,TRUE,-1
"chr3",62320945,62440705,-0.115977333548748,0.695864001292485,113,42887,42908,6,1672,0,0,0,0,6,0.666666666666667,TRUE,-1
"chr20",4836338,4983435,0.115889333291788,0.69533599975073,793,202313,202318,6,36,0,0,0,0,3,1,TRUE,-1
"chr6",108427575,108601393,-0.173806831196974,0.695227324787894,341,79988,80027,4,473,0,0,0,0,4,0.666666666666667,TRUE,-1
"chr1",180662660,180855104,-0.115809795974131,0.694858775844787,34,16040,16045,6,483,0,0,0,0,3,1,TRUE,-1
"chr5",123424832,123599727,-0.138943689743273,0.694718448716366,300,66509,66513,5,188,0,0,0,0,0,NA,TRUE,-1
"chr5",51339709,51565997,-0.230682829809703,0.69204848942911,271,63073,63075,3,361,0,0,0,0,0,NA,TRUE,-1
"chr1",107289595,107496342,-0.172666834123713,0.69066733649485,24,11156,11159,4,573,0,0,0,0,0,NA,TRUE,-1
"chr3",144064632,144241532,-0.228580465724577,0.685741397173732,139,47273,47275,3,57,0,0,0,0,0,NA,TRUE,-1
"chr4",46478987,46478987,0.684402788802523,0.684402788802523,182,54046,54046,1,89,0,0,0,0,0,NA,TRUE,-1
"chr20",19815086,19915901.5,0.170961875513231,0.683847502052925,811,202716,202719,4,19,0,0,0,0,1,1,TRUE,-1
"chr2",133314520,133414633,-0.113912127305434,0.683472763832603,81,30801,30815,6,423,0,0,0,0,3,0.5,TRUE,-1
"chr6",22874184,22956527,-0.113840735346426,0.683044412078559,313,73728,73733,6,189,0,0,0,0,0,NA,TRUE,-1
"chr5",31048607,31122837,-0.113830290852089,0.682981745112532,267,62220,62225,6,299,0,0,0,0,0,NA,TRUE,-1
"chr12",40146787,40280075,-0.170629786364639,0.682519145458557,560,139502,139505,4,118,0,0,0,0,1,1,TRUE,-1
"chr6",50858777,50958816,-0.227230833262774,0.681692499788321,314,77887,77889,3,2510,0,0,0,0,0,NA,TRUE,-1
"chr7",27784932,27896953,-0.113064402950549,0.678386417703295,354,87579,87584,6,1610,0,0,0,0,3,1,TRUE,-1
"chr2",119825535,119906008,-0.135054148654739,0.675270743273696,78,29709,29713,5,262,0,0,0,0,0,NA,TRUE,-1
"chr5",116032334,116113889,-0.111797809176382,0.67078685505829,296,66218,66223,6,383,0,0,0,0,0,NA,TRUE,-1
"chr7",72756542,72813936,-0.134088558490618,0.670442792453091,362,90558,90566,5,130,0,0,0.001001001001001,0.001,2,0,TRUE,-1
"chr11",15990149,16132747,-0.133685060411128,0.668425302055639,524,126602,126606,5,1541,0,0,0.001001001001001,0.001,4,1,TRUE,-1
"chr5",81276552,81402204,-0.133515304953141,0.667576524765706,279,64842,64846,5,358,0,0,0.001001001001001,0.001,2,1,TRUE,-1
"chr3",56157811,56231018,-0.222516444136559,0.667549332409677,113,42492,42494,3,1672,0,0,0.001001001001001,0.001,2,0,TRUE,-1
"chr5",124653247,124749655,-0.111022916185754,0.666137497114525,300,66594,66599,6,188,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr18",21498693,21656374,-0.221158170634097,0.663474511902292,707,189368,189375,3,15,0,0,0.001001001001001,0.001,38,1,TRUE,-1
"chr1",175511259,175653121,-0.110502969837967,0.663017819027805,33,15714,15724,6,1584,0,0,0.001001001001001,0.001,1,0,TRUE,-1
"chr6",5724114,5783921,-0.132345929838175,0.661729649190874,311,72356,72360,5,1227,0,0,0.001001001001001,0.001,1,1,FALSE,NA
"chr2",88485744,88527345,-0.132203684967675,0.661018424838376,69,27777,27781,5,231,0,0,0.001001001001001,0.001,2,1,TRUE,-1
"chr2",156981620,157049585,-0.131738113685617,0.658690568428084,86,31737,31741,5,283,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr11",133529949,133616965,-0.131400728535274,0.657003642676372,551,136449,136453,5,1679,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr8",89255591,89331837,0.109392189727714,0.656353138366283,407,103321,103326,6,784,0,0,0.001001001001001,0.001,4,1,TRUE,-1
"chr10",106201507,106346105,-0.130901145366395,0.654505726831977,518,121326,121330,5,1034,0,0,0.001001001001001,0.001,1,0,TRUE,-1
"chr6",123738929,123839720,-0.326678790579341,0.653357581158681,344,80804,80805,2,947,0,0,0.001001001001001,0.001,1,0,TRUE,-1
"chr14",93751718,93786330,0.108119069580863,0.648714417485178,645,158201,158206,6,689,0,0,0.001001001001001,0.001,1,1,TRUE,-1
"chr5",77687326,77792105,0.107980089787838,0.64788053872703,279,64590,64595,6,358,0,0,0.001001001001001,0.001,6,0.5,FALSE,NA
"chr3",6781230,6855780,-0.214801875763875,0.644405627291625,106,38371,38373,3,719,0,0,0.001001001001001,0.001,2,1,TRUE,-1
"chr13",54422912,54719190,-0.128783394570668,0.64391697285334,585,150441,150445,5,331,0,0,0.001001001001001,0.001,0,NA,TRUE,-1
"chr10",92680146,92794806,-0.10710860826094,0.642651649565642,518,119702,119707,6,1034,0,0,0.001001001001001,0.001,1,0,TRUE,-1
